plant_id,name,gppd_idnr,capacity_mw,fuel_id,commissioning_year,wepp_id,,owner,source,geolocation_source,year_of_capacity_data
32584,Silver Bay Power,USA0010849,131.6,1,1959.340426,17988,,Cleveland Cliffs Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32585,Silver City WWTP PV Project,USA0058540,1,11,2013,67873,,Affordable Solar Silver City  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32586,Silver Creek,USA0007988,250.5,4,2004,48672,,Cooperative Energy,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32587,Silver Lake (VT),USA0003725,2.2,6,1917,15977,,Green Mountain Power Corp,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32588,Silver Lake Solar Farm,USA0057341,1.7,11,2010,61096,,Public Service Elec & Gas Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32589,Silver Lake Solar Photovoltaic Facility,USA0057676,1.8,11,2011,62603,,Western Massachusetts Electric Company,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32590,Silver Sage Windpower,USA0057091,42,#N/A,2009,59548,,Duke Energy DEGS Silver Sage Wndpwr LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32591,Silver Star I Wind Power Project,USA0056771,60,#N/A,2008,57622,,Silver Star I Power Partners LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32592,Silver State Solar Power North,USA0057442,52,11,2012,60474,,Silver State Solar Power North  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32593,Silver State Solar Power South,USA0058644,260.1,11,2015.898501,64427,,Silver State Solar Power South  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32594,Silverhawk,USA0055841,664.7,4,2004,47875,,Nevada Power Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32595,Silverton Solar,USA0061829,2.2,11,2018,,,Silverton Solar  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32596,Silvi Gibraltar Rock,USA0060746,2.5,11,2016,,,CVI CleanCapital Solar 5 LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32597,Silvis,USA0006581,2.1,6,1968,24032,,Ketchikan Public Utilities,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32598,Sim Gideon,USA0003601,623,4,1969.598716,25178,,Lower Colorado River Authority,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32599,Simcoe Solar,USA0060748,20,11,2017,,,Simcoe Solar,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32600,Simon Solar Farm LLC,USA0058628,30,11,2013,64837,,Simon Solar Farm LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32601,Simonds,USA0058945,1.8,4,2012,64056,,Simonds Saw LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32602,Simons Farm,USA0059149,5,11,2016,,,Cypress Creek Renewables,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32603,Simplot Leasing Don Plant,USA0050274,15.9,3,1986,,,Simplot Leasing Corp,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32604,Simplot Phosphates,USA0054472,11.5,9,1986,57100,,Simplot Phosphates LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32605,Sinclair Dam,USA0000722,45,6,1953,21000,,Georgia Power Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32606,Sinclair Oil Refinery,USA0054374,6.7,4,1986.19403,63864,,Sinclair Oil Corp,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32607,Sioux,USA0002107,1099.4,1,1967.5,35271,,Union Electric Co - (MO),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32608,Siphon Drop Power Plant,USA0057364,4.4,6,1987.5,67581,,Yuma County Water User's Association,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32609,Siphon Power Project,USA0050980,5.4,6,1989,,,Central Oregon Irrigation Dist,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32610,Sissonville Hydro,USA0010220,3,6,1990,12381,,Boralex Hydro Operations Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32611,Site 980 65,USA0050322,2.1,6,1985,,,Madera-Chowchilla Power Auth,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32612,Sithe Independence Station,USA0054547,1086.1,4,1994,32755,,Sithe/Independence LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32613,Sixth Street Gas Turbine,USA0006356,24,8,1974,,,City of Holland,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32614,Skagway,USA0000066,4.4,8,1989.613636,12647,,Alaska Power and Telephone Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32615,Skelton,USA0001505,16.8,6,1948,15913,,Brookfield White Pine Hydro LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32616,Skidmore College,USA0060425,2,11,2014,,,Terraform Arcadia,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32617,Skillman,USA0059057,2.7,11,2011,55044,,Janssen Pharmaceutical Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32618,Skookumchuck,USA0007259,1,6,1990,55630,,TransAlta Centralia Gen LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32619,Sky Global Power One,USA0059938,51,4,2016,68402,,Sky Global Power One Pledgor  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32620,Sky River LLC,USA0050536,76.9,#N/A,1991,32795,,Sky River LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32621,Sky Volt,USA0058460,1.6,#N/A,2012,65486,,Sky Volt  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32622,Skylark,USA0060248,4,11,2016,70001,,SR Clinch,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32623,Skyline Gas Recovery,USA0056528,6.4,13,2007,63283,,WM Renewable Energy LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32624,Slana Generating Station,USA0061685,1.2,8,2016,,,Alaska Power and Telephone Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32625,Slate Creek,USA0050961,4.2,6,1990,17441,,Slate Creek Hydro Assoc LP,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32626,Slate Creek Wind Project LLC,USA0059837,150,#N/A,2016,68242,,EDF Renewable Asset Holdings  Inc.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32627,Slayton Solar,USA0058164,1.7,11,2013,67594,,Ecos Energy LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32628,Sleeping Bear LLC,USA0056621,94.5,#N/A,2007,49242,,NRG Energy Gas & Wind Holdings Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32629,Sleepy Eye,USA0002011,11.4,8,2001.754386,32806,,Sleepy Eye Public Utility Comm,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32630,Slide Creek,USA0003036,18,6,1951,29540,,PacifiCorp,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32631,Slocum,USA0001741,13.5,8,1968.4,18405,,DTE Electric Company,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32632,Sloss Industries Corp,USA0050359,25,4,1958,,,Bluestone Coke LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32633,Sly Creek,USA0000776,12.1,6,1983,29170,,South Feather Water and Power Agency,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32634,Smallwood,USA0050160,1.2,6,1923,37310,,Boyce Hydro Power LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32635,Smarr Energy Center,USA0007829,242,4,1999,45406,,Oglethorpe Power Corporation,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32636,Smith & Wesson at Springfield MA PV,USA0061367,1.9,11,2017,,,Constellation Solar Massachusetts LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32637,Smith (NH),USA0002368,15,6,1948,30832,,Central Rivers Power NH  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32638,Smith (VT),USA0003709,1.5,6,1983,15978,,Green Mountain Power Corp,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32639,Smith College Central Heating Plant,USA0058166,5.3,4,2008,55855,,The Trustees of Smith College,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32640,Smith Falls Hydro Project,USA0054249,38.1,6,1990,,,Smith Creek Hydro  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32641,Smith Island,USA0006391,1.7,8,1994,,,A & N Electric Coop,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32642,Smith Mountain,USA0003780,547.5,6,1968.948311,13364,,Appalachian Power Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32643,Smithfield Farmland Corp Bladen,USA0054823,28.5,8,1995.578947,,,Smithfield Fresh Meats Corp.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32644,Smithfield Packaged Meats Corp.,USA0058575,9.2,8,2013,,,Smithfield Packaged Meats Corp,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32645,Smithfield Packaged Meats Corp.,USA0056035,2.8,8,2002,,,Smithfield Packaged Meats Corp.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32646,Smithland Hydroelectric Plant,USA0057400,75.9,6,2017,,,American Mun Power-Ohio  Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32647,Smoky Hills Wind Project Phase I,USA0056488,100.8,#N/A,2008,50546,,Smoky Hills Wind Farm I LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32648,Smoky Hills Wind Project Phase II,USA0056985,148.5,#N/A,2008,50546,,Smoky Hills Wind Project II LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32649,Snake Creek,USA0003658,1.2,6,1910,21973,,Heber Light & Power Company,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32650,Snake River,USA0000090,19.2,8,2004.125,27991,,Nome Joint Utility Systems,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32651,Snettisham,USA0000078,78.2,6,1980.13555,12631,,Alaska Electric Light&Power Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32652,Snider Industries,USA0050141,5,13,1983,,,Snider Industries Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32653,Snoqualmie,USA0003860,12.8,6,1959.09375,30970,,Puget Sound Energy Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32654,Snoqualmie 2,USA0007867,38.7,6,1977.837209,30968,,Puget Sound Energy Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32655,Snow Camp Solar  LLC,USA0060367,5.2,11,2016,,,Cypress Creek Renewables,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32656,Snow Hill Solar 2 LLC,USA0059106,2,11,2014,68118,,Snow Hill Solar 2 LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32657,Snowbird Power Plant,USA0010215,1.8,4,1987,,,Snowbird Corporation,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32658,Snowden,USA0003821,5,6,1987,14258,,Town of Bedford - (VA),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32659,Snyder Wind Farm,USA0056602,63,#N/A,2008,56522,,Snyder Wind Farm LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32660,SoINCPower5  LLC,USA0059857,5,11,2015,,,SolNCPower5  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32661,SoINCPower6  LLC,USA0059856,5,11,2015,,,SolNCPower6  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32662,Soboba Community Solar Project,USA0061834,1,11,2016,,,Soboba Band of Luiseno Indians,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32663,Sod Run WTP A,USA0060669,2,11,2016,,,Constellation Solar MC  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32664,Soda,USA0000831,14.5,6,1924,29542,,PacifiCorp,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32665,Soda Lake 3,USA0063365,26,5,2019,,,AMOR IX  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32666,Soda Lake Geothermal No I II,USA0052174,21,5,1990,24808,,Cyrq Energy Corp,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32667,Soda Springs,USA0003037,11,6,1952,29543,,PacifiCorp,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32668,Soft Maple,USA0002610,16,6,1925,27858,,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32669,Sol Orchard El Centro PV,USA0058621,20,11,2013,,,Sol Orchard Imperial 1  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32670,SolaireHolman Solar Project,USA0060989,50,11,2017,,,SolaireHolman 1  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32671,Solana Generating Station,USA0056812,280,11,2013,58069,,Arizona Solar One LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32672,Solano County Cogen Plant,USA0050985,2.8,4,1997,61941,,Solano County,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32673,Solano Wind,USA0007526,228.2,#N/A,2009.223488,58687,,Sacramento Municipal Util Dist,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
